text;sentiment
ini asuransi jenis nanggung sehat negara rakyat pasung nama bpjs;Negatif
bpjs sehat covid harga sembako turun;Negatif
bantu rakyat covid salah satu turun bbm boro boro turun naikin iur bpjs negara sih;Negatif
negara jamin sehat gratis iur sehat iur;Negatif
naik iur bpjs sehat nilai sengsara rakyat pa gugat jokowi;Negatif
naik iur bpjs sehat perintah akal putus ma empati sulit rakyat;Negatif
hampirgila habis pandemi rsj penuh pasien alas perintah naik iur bpjs alokasi anggar proyeksi sehat jiwa sadar naik iur gila masyarakat;Negatif
nutup defisit bpjs sehat rakyat peras koma enam trilyun setor abal abal;Negatif
layan bpjs buruk obat rs mending pake asuransi swasta dah iur kelas segitu diturunin mesti tahun kelas sampe gk urus jd mandiri resign mesti kudu jaga sehat;Negatif
negara renggut hak rakyat polemik iur bpjs sehat kunjung;Negatif
tanda perintah tdk solusi sejahtera sehat rakyat abai suruh turun kelas bpjs sehat defisit tdk duit klau masyarakat turun kelas uang nutupi kurang jd liat akal akal;Negatif
mending pindah asuransi swasta bu sri bpjs rs susah suka ruang;Negatif
rasa gambar bijak jokowi naik iur bpjs sehat;Negatif
bahasa hebat banget rakyat selamat bpjs mana peran negara perintah selamat rakyat serba balik;Negatif
bpjs wajib negara sedia fasilitas sehat alih dana prakerja real bantu masyarakat dr insentif ambil hak rakyat suruh ambil hak jabat lembaga negara daerah;Negatif
bpjs langsung pake korelasi budget orang ngerokok eh coy ikut bpjs sehat ngerokok goblok;Negatif
bpjs bubar sehat rakyat urus pemda biar timpang;Negatif
perintah nge prank gin rakyat buat sakaratul maut mgkn bpjs sehat udh batal paksa besar gaji karyawannya;Negatif
naik iur bpjs sehat nilai jatuh marwah mahkamah agung;Negatif
perintah milik empati masyarakat;Negatif
tuju rakyat susah perintah naik iur sehat korban phk sakit sakit stres akibat naik bpjs;Negatif
presiden joko widodo patuh putus mahkamah agung bpjs sehat;Negatif
sulit perintah nekat naik iur bpjs sehat mana pihak rakyat;Negatif
perintah peka bukti tuna empati situasi masyarakat landa pandemi wabah covid mana masyarakat susah derita naik iur bpjs sehat;Negatif
ma batal naik iur bpjs sehat presiden naik;Negatif
naik iur bpjs sehat jokowi rasional;Negatif
banget pandemi naikin iur bpjs sehat;Negatif
tuju bpjs ada ladang dapat sehat rakyat;Negatif
pecat dirut bpjs sehat bukti;Negatif
naik iur bpjs sehat tanda negara duit rakyat peras;Negatif
pasien bpjs lawan putus presiden naik iur bpjs itupula harap layan pasien fakta beda lapang kelas sosial layan sehat pilih kasih;Negatif
lha bpjs jg ka asuransi sehat jel kl non ksntor blm si pgn jg tdnya sih pruden jel;Negatif
new normal pengaruh uu sehat bpjs patah hati amp rindu tanggung bpjs;Negatif
geram sikap presiden jokowi naik iur bpjs sehat batal ma sayang putus ambil sulit ekonomi rakyat akibat dampak pandemi covid;Negatif
dear bpjs sehat please go digital bahas bahas orang dendam;Negatif
tolong up nista agama tebar benci habis ml;Negatif
knapa pos nda suntik dana lapang cabut hak bpjs sehat ketenagakerjaanya;Negatif
resesi org demen alokasi dana kredit hp motor resesi sehat jd nomor sekian bayar bpjs protes;Negatif
bpjs sehat biar kucing jilat wajah;Negatif
loh kelas dirut tvri g tau wajib iur bpjs karyawan bayar lgsg potong gaji karyawan masuk dlm tunjang sehat duh gustiiiii ora enek sing luwih pinter po;Negatif
woooiii kasih biaya rakyat rakyat hidup pajak bumi bangun pajak kendara pajak hasil pajak sehat bpjs;Negatif
nti uang otomatis masuk tunggak bpjskesehatan kak bs obat hati kecewa husnuzon;Negatif
kuat sehat naik bpjs;Negatif
jamsostek kolaps susul bpjs sehat;Negatif
lupa bayar bpjs sehat pas bayar wow akoe terkedjoet;Negatif
rakyat pelit hitung an bumn jor joran perintah gelontor uang bumn tengah pandemi virus corona satu sisi perintah pelit kikir bangat tutup defisit bpjs sehat;Negatif
bpjs it feel so high damage bossque jamin tingkat kualitas layan sehat bpjs negara defisit anggar akal sehat;Negatif
cek iur bpjs sehat apk mei bayar april gilir bayar bca mbanking tulis tagih bayar gimana woy bentar tgl juni tar gua kena denda engga gara telat bayar mei ini otak emang;Negatif
iur bpjs sehat resmi pandemi;Negatif
krn negara biaya makan napi lepas krn jamin sehat iur bpjs naik krn subsidi bbm tdl subsidi cabut krn kerja layakkpd rakyat lapang kerja cm tka china;Negatif
iur bpjs sehat resmi pandemi covid;Negatif
naik iur bpjs negara status darurat sehat terap new normal positif mati tingkat government ambyar kebohonganbaru;Negatif
nemu cuit bpk naik bpjs kait penting sehat rakyat sesuai amanat uud pasal tuan mana diem doang stop bohong tutup bohong;Negatif
iur bpjs sehat perintah konyol cabut putus rugi rakyat;Negatif
alas naik bpjs sehat gugat milik empati konyol;Negatif
trs pdip buat rakyat indonesia sembako or blt or cuman bs cela pimpin dki jakarta kerja rakyat indonesia bs ap cuman bs ny naikin bpjs sehat listrik sm harga bbm rugi rakyat indonesia yah gt;Negatif
bangsat iur bpjs sehat resmi pandemi covid;Negatif
iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi protes kecam dr kalang;Negatif
negara biaya rakyat bbm haruse turun turun bpjs sehat haruse isa gratis naik kl isa juang rakyat munduro ae cc;Negatif
presentase rakyat miakin era turun bpjs sehat juta jiwa rakyat miskin tanggung negara orang kaya bpjs tanggung negara;Negatif
politis gerindra level rakyat jg hak jamin sehat selamat jgn bpjs naik pajak tinggi gilir penuh butuh pokok rakyat gratis bulan sanggup;Negatif
trs kerja kelen bijak rezim dongok simpang abai adil sejahtera sehat makmur rakyat cukong bebasin koruptor jeblos ulama mana suara ttg listrik bpjs bbm bacot abnormal;Negatif
rakyat trs terus bayar pajak negara pajak kendara pajak bumi bangun pajak hasil bpjs sehat jg hrs dibyr;Negatif
anjing iur bpjs sehat resmi pandemi covid;Negatif
iur bpjs sehat resmi pandemi covid perintah keluar bijak luka rakyat tengah pandemi covid jamin naik iur tingkat kualitas layan sehat;Negatif
fungsi new normal pengaruh bpjs askes sehat rakyat cover;Negatif
klo balik gimana rakyat dah lelah mbiayai negara pph ppn pbb listrik mahal bbm mahal bpjs sehat negara hidup rakyat negara gerak mungut peser rakyat klo emang bukti jalan;Negatif
iur bpjs sehat resmi pandemi covid perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi protes kecam kalang;Negatif
iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi;Negatif
woii bayang tutup derita kanker gagal ginjal cuci darah derita sakit butuh biaya tolong;Negatif
sumpal kapital tanggung jawab negara sehat rakyat jurus palak ala bpjs naik jaga satu nkri sah ruu hip peluang bangkit pki peduli negara nyawa rakyat jk akses tka buka pandemi;Negatif
rakyat terus bayar pajak bpjs kaya apa rakyat rakyat rakyat cari nafkah bantu fakir miskin pelihara klean mesti cuci tangan pakai masker jaga sehat;Negatif
sektor sehat bpjs suntik suntik;Negatif
gilir amanat uud pasal layan sehat perintah naik iur bpjs sehat situ mingkem wakil rakyat prettt;Negatif
iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat jamin naik iur tingkat kualitas layan sehat;Negatif
bpjs asuransi sehat dasar emang hak warga negara asuransi sehat swasta manfaat untung bs luas fleksibel butuh mampu;Negatif
bpjs sehat defisit kabar gaji tenaga medis d potong salur bantu garda depan covid d utama kemenbumn;Negatif
gebetan tikung temen ups rela kejar;Negatif
tolak lupa delapan mantan menteri sehat siti fadilah supari bahaya bpjs korban kapitalis harus bantu kapitalis;Negatif
iur bpjs sehat resmi pandemi covid susah tambah susah astagfirullah;Negatif
sehat jamin negaraa mas broo dlm uud presiden jalan amanah uud ekonomi negara persen bpjs naik bayang mas broo masyrakt hrus bayar bulan rb coba maka otak orang miskin;Negatif
turut gausa subsidi samsek bbm ken subsidi bbm ujung utang pertamina mending dialihin bpjs didik sehat jabat gendut doang otak;Negatif
alami migran ampun deh kena migran sakit kaya ketok palu biaya gimana obat;Negatif
banyak mikir sakit tambah parah berat naik iur bpjs sehat;Negatif
prnah dnger istilah potong kuku jari umpama kayak cocok analogi kondisi bpjs sehat;Negatif
tenaga kontrak siar tvri egk dapet bpjs sehat bpjskesehatanri bpjs ketenagakerjaan bpjstkinfo egk thr liput musibah hujan longsor dsb gaji egk ontime kadang bayar;Negatif
covid nambah bpjs kolaps sistem sehat runtuh nakes sakit lo nulis surat waris gaada guna;Negatif
allah ngenes iur bpjs sehat resmi pandemi covid hidup rakyat iris;Negatif
bpjs sehat resmi pandemi covid dzalimnya kuasa rakyat;Negatif
gonjang ganjing banyak serta keluar jalur pbi jelas bpjs sehat;Negatif
new normal fasilitas istimewa jabat lucut hasil sama umr kantor angkut sepeda motor mobil tnp iring iring fasilitas sehat bpjs blh milih kelas tdk prioritas apa piye;Negatif
nutupin defisit bpjs sehat rakyat peras iur naik hadap menanagi corona covid rakyat suruh gotong royong sumbang gaji potong gilir penting kuasa cukomg perintah gelontor dana ratus triliyun;Negatif
desa kota puskesmas klinik fasilitas sehat mumpuni rsud sistem antri bpjs herd immunity depopulasi rakyat;Negatif
loh kaya kaya ttg pandang prioritas ttg sehat iur bpjs kelas naik knp pakai kelas gengsi makan tuch gengsi gratis daftar program indonesia sehat beres;Negatif
mending bubar ruwet kelas hapus atur serta bpjs sehat;Negatif
bijak naik tarif bpjs saat pandemi bijak miskin empati zalim upaya liberalisasi bidang sehat langgar konstitusi;Negatif
gila bijak bpjs sehat untuk layan sehat masyarakat masyarakat balik tekan anggap beban kuasa bijak lindung bkan tindas warga;Negatif
haris azhar rezim era jokowi kali abai hukum putus ma perintah presiden jokowi tentang putus ma naik iur bpjs sehat;Negatif
bisnis tega hukum lihat kiwari hakim ma putus tolak naik tarif bpjs uji materi judicial review pp no jamin sehat rezim putus batal;Negatif
rezimberjutakasus rezimberjutakasus jokowi nilai lembek psbb naik iur bpjs sehat download link;Negatif
maaf uu no puluh thn ribu sebelas revisi masalah dlm bpjs sehat lanjut isi uu timbul polemik mustahil bhw hadir covid salah kutu uu;Negatif
naik iur bpjs sehat perintah main rakyat rezimberjutakasus rezimberjutakasus;Negatif
negara subsidi rakyat rakyat subsidi negara ms didu akun twitter uu bpjs peras rakyat perintah negara ambil alih tanggung layan sehat;Negatif
phk penggaguran tambah bpjs nunggak bpjs tdk layan nunggak kena denda puluh jt rezimjokowipemusnahrakyat nunggak bpjs sehat ancam denda puluh juta;Negatif
tuju gilir naikin listrik bpjs peduliin mampu rakyat negara milik sih tuju bentuk bpjs bantu masyarakat dlm bidang sehat peras rakyat;Negatif
ngawur bijak rezim selamat isi perut pikir rakyat bye bye kelas serta bpjs sehat hapus;Negatif
jokowi nilai lembek psbb naik iur bpjs sehat;Negatif
mudah omong bos asbun knalpot nyaring bunyi negeri kali urus sehat dicover bpjs mudah tercover kritik nyinyir om msaiddidu stopprovokasiditengahpandemi;Negatif
kpk tata kelola buruk bpjs sehat potensi rugi negara;Negatif
tarif iur bpjs sehat bpjs jamin kualitas layan kelas bpjskesehatan;Negatif
krn perintah gk duit nyuntik bpjs kelas bpjs sehat kelas;Negatif
juta manfaat maman iur bpjs sehat judul berita mewah isi henti click bait judul taik;Negatif
rakyat peras vs bpjs berpoya bpjs tangan sosial sehat rakyat tatakelola;Negatif
tegas perintah payah disiplin warga psbb panjang jalan padat bandara pasar mall penuh orang tolol naik iur bpjs sehat ubah jadwal cuti dadak sy bingung sedih teriak kontol;Negatif
keluarga putus henti bayar sda atur kelola sejahtera rakyat jual murah rumah sakit sehat diliberasisasi asai swasta bikin bpjs dalih iur negara tukang palak;Negatif
jokowi naik iur bpjs sehat pemkot solo bayar angsur premi mei jokowi bpjs merahputih;Negatif
putus presiden jokowi naik iur bpjs sehat gugat gugat atur presiden pres nomor aju mahkamah agung ma jokowi bpjs sehat;Negatif
komunitas pasien cuci darah gugat naik iur bpjs sehat;Negatif
nunggak bpjs sehat ancam denda juta denda kali lipat persen hajaarr tross rakyat perass kasih kendor yaa;Negatif
iur bpjs sehat gugat;Negatif
anggar bayar premi pemkot surati bpjs sehat;Negatif
politik hukum dri bentuk uu bpjs penuh hak sehat rakyat indonesia wajib perintah jamin sehat stlh keluar pres no thn cenderung wajib beban rakyat;Negatif
sbuah institusi negara terang lawan hukum membngkang trhdp putus pngadilan bpjs sehat case abam reformasidikorupsi;Negatif
staff bpjs asuransi sehat bpjs kes;Negatif
salah bpjs mala rakyat kuasa nama iur sehat;Negatif
ansori siregar naik bpjs sehat bentuk paksa masyarakat;Negatif
naik iur bpjs sehat gugat gugat nilai ego sektoral tribunnews;Negatif
indonesiaterserah jokowi nilai lembek psbb naik iur bpjs sehat;Negatif
baru bpjs sehat defisit tulus abadi salah okok;Negatif
jakowi gugat gara gara bpjs sehat;Negatif
nunggak bpjs sehat ancam denda juta denda lhawong bayar iur berat bayar denda sak karepmulah sak neng puas-puasno kunu;Negatif
serta bpjs sehat tunggak bayar iur henti serta;Negatif
nunggak bpjs sehat ancam denda juta stress rezim orang susah naik denda;Negatif
nunggak bpjs sehat ancam denda puluh juta;Negatif
gila gin negara cari uang dah bubarin bpjs bpip rakyat ancam nabung celengan bebas denda tunggak bpjs sehat ancam sangsi denda puluh juta;Negatif
btw paksa pake bpjs sehat ketenagakerjaan kerja bumn bpjs ketenagakerjaan udh beres cair tinggal nonaktif bpjs sehat henti alas bpjs haram judi stfu bpjs;Negatif
kasi rakyat sembuh dr sakit hrs tanggung beban tunggak tanggung smp persen naik moga tumbang rezim amiiinnn nunggak bpjs sehat ancam denda puluh juta;Negatif
denda mahal banding iur bpjs sehat sehat otak bpjs sehat instansi jamin sehat rentenir lintah darat tunggak bpjs sehat rumah sakit rekan bayar malu;Negatif
asuransi jamin sehat beda asuransi profit oriented jamin sehat nasional jamkesmas rubah jd bpjs tuju jamin sehat dr negara mmg layan rakyat ambil untung dr rakyat layak usaha swasta bumn;Negatif
bantu rakyat naik iur bpjs ugal ugalan kuasa hukum kpcdi rusdianto matulatuwa naik iur bpjs sehat jilid empati sulit warga pandemi corona;Negatif
kuta trauma belasting diri badan selenggara dana pelihara sehat cikal bpjs sehat kait seleweng tata kelola uang negara orba lanjut rezim;Negatif
bpjs vs layan sehat khilafah tegak;Negatif
sumpa yah sakit hati nakes rendah salah manajemen rs bobrok salah nakes bpjs atur nakes salah atur tri sehat tetep nakes salah jarang kata bantu apa;Negatif
umur bpjs biro dukung jokowi stress tarix jabrix kaaaang perintah hapus kelas serta bpjs sehat;Negatif
iur bpjs pas sedih sedih salah bukti bagus layan sehat khilafah papar sejarawan bangsa amerika will durant rumah sakit al manshuri kairo;Negatif
krisis pandemi muncul gelombang anggur angka miskin tingkat beban ekonomi negara berat kondisi buruk sehat tata kelola bpjs sehat dampak naik iur premi pandemi;Negatif
bubar bpjs dinas sehat dinas sosial daerah tangan butuh masyarakat obat jamsostek rumit rakyat obat rumit banyak cincong titik;Negatif
hilang wo bpjs sehat premi ambil sehat jatuh tempo uang nambah ngurang ngomongin sisi investasi si asuransi poko asuransi pikirin manfaat uang;Negatif
animal husbandry student prinsip bpjs sehat gotong royong tindas;Negatif
situasi blm kondusif;Negatif
intan fitriana fauzi rakyat tangung beban defisit bpjs sehat;Negatif
tengah ancam wabah corona jokowi tega laku pres nomor enam puluh th ribu puluh ubah pres nomor delapann puluh th ribu delapan belas jamin sehat muat naik bpjs;Negatif
presiden bpjs karna defisit ma batal naik bpjs perintah juli bpjs rakyat turun kelas melarat lihat rakyat peras alas defisit berbed negeri rakyat gratis biaya sehat;Negatif
baju sehat bpjs kelas ngeluh kuat bayar pas mall buka langsung serbu belanja;Negatif
menganalisa behaviour kelas tengah susah gampang pas iur bpjs kelas bilang susah kelas pas mall buka hambur belanja belinji kerumun indah protokol sehat psbb ancam covid;Negatif
klo q sih tuju subsidi sehat bpjs klo pakai miskin obat perintah tanggung biaya;Negatif
bpjs sehat skema asuransi ajar cina ambil konsultan asuransi sehat usaha china pantes ngikut;Negatif
hhmmmmm iur bpjs sehat serta tunggak subsidi;Negatif
mrk golong kelompok bpjs subsidi negara kelas jd mrk peduli sehat orang hepi ngapain susah;Negatif
bpjskesehatanri pergi kantor bpjs sehat pakai jkn mobile psbb pergi situs suruh kantor bpjs pusing;Negatif
suruh jaga sehat rumah ngeyel gilir bpjs rintih sengsara maki perintah dasar waluh godok goblok;Negatif
narapidana bebas masuk sehat utama iur bpjs naik saat faktor ekonomi turun minyak bumi turun harga turun;Negatif
pademi covid naik iur bpjs sehat miris rakyat;Negatif
bayar bpjs sehat pd berisik bangke;Negatif
bpjs bentuk ketidakmampuan negara dlm layan bantu obat sehat masyarakat pungut upeti masal ancam;Negatif
muslimahnews sejal bpjs salah arah mala sistematis nama sehat layan sehat gratis kapital pikir hidup mati rakyat untung rugi negara;Negatif
pake bpjs sembuh sembuh pulang ngerti deh bpjs ngomongnya asuransi sehat eh serta sembuh bawa rumah sakit make bpjs bayar bulan laku beda;Negatif
perintah gesit kasih uang bumn pelit bpjs sehat defisit;Negatif
iur bpjs sehat mandiri butong main main urus rakyat;Negatif
politisasi bpjs bantu negara jebol apbn tanggung sosial negara tanggung nilai ambil misi negara bantu orang miskin akses layan sehat;Negatif
nakes klinik bpjs ku daftar anggota jamin sehat tsb huft;Negatif
haram ubah ente laku ajar fakta bpjs akad transaksi haram bpjs salah satu islam kenal asuransi sehat ketidakjelasan pinjam manfaat bpjs hadiah;Negatif
mahal e ratus puluh rb bpjs sehat pet;Negatif
akal rezim rezim tukang ngakalin rakyat putus ma kait iur bpjs sehat langgar jabat presiden periode akal;Negatif
nyata sikap gsbi tolak naik iur bpjs sehat tuntut cabut pres nomor enam puluh ribu puluh salam demokrasi pandemi covid tengah situasi ekonomi rakyat merosot;Negatif
mkan susah mo byar denda nasib nasib terserahloedeh nunggak bpjs sehat ancam denda puluh juta;Negatif
kuta trauma belasting diri badan selenggara dana pelihara sehat cikal bpjs sehat kait seleweng tata kelola uang negara orba lanjut rezim;Negatif
akal rezim rezim tukang ngakalin rakyat putus ma kait iur bpjs sehat langgar jabat presiden periode akal;Negatif
cemanalah org fokus covid fokus naik iur bpjs sehat terserahindonesia;Negatif
sehat tanggung negara gabisa atur tangan maksimal ngomel mentang bpjs bingung;Negatif
kl slalu berfikir kasih nama bpjs jaring sosial tarif ganti nama asuransi negara uang urus sehat rakyat point tekor;Negatif
iya jg heran ngomong skrg mobil esemka gmn kabar hyundai salah tim favorit juara ajang wrc esemka produksi bpjs sehat defisit salah kelola;Negatif
rezim tindas kuasa gilir naikin iur lambung laku juli gilir turun kelas tunggu bpjs sehat defisit salah kelola gaji direksi rakyat korban;Negatif
sy tdk protes naik iur bpjs jokowi bubar bpjs kembali tanggung perintah kait sehat rakyat tanggung badan usaha bpjs bpjs waris buruk rezim sbyudhoyono pd tindas ketimbang gotong royong;Negatif
lha iyo bancak jokowi hadir selesai jabat jahat rakyat alat iur iur bpjs sehat alas defisit;Negatif
emang lo bpjs sehat mandiri sanggup bayar surat terang miskin lurah biar lo keluarga tanggung negara rezim arab saudi firaun naik pajak biaya umroh haji rezim arab saudi firaun;Negatif
guna dpri rapat paripurna habis miliyaran duit negara unyuk bahas bpjs guna yahh presiden naik iur sehat tenang politik diam jilat tenang lupa rakyat;Negatif
bubarin skalian bpjs pemrintah jgn main asuransi jamin keshtan rkyat sesuai sj kmampuan ngara biar bisnis kshtan swasta rkyat ken sht tdk hny lwt medik sontoloyo gtongryong dijdkan alas kedok bisnis sehat;Negatif
asuransi sehat lambat bayar denda asuransi sehat wajib org bpjs dr jmn sby rusak rezim skrg aku sh junjung gagal urus bangsa;Negatif
bpjs sehat defisit salah kelola salah rakyat lagi;Negatif
si cocot otak mampet bpjs layan sehat masyarakat kalsu uang layan jalan sesuai pd stop total;Negatif
bubarin bpjs beres sulit butuh prosedur famili teman sakit parah gk bpjs lgi contoh doa dzikir smoga alloh sehat berkah;Negatif
sehat hukum jadi tonton sirkus hibur naik bpjs batal ma sambut atur muatanya atur naik bpjs jadi putus ma konsideran lucu negri jenaka;Negatif
bpjs core bisnis sehat kesejahteran kelola tdk rakyat indung konyol coba liat gaji;Negatif
bpjs rawat inap sngat bgs rwat jln enak tmpat sy krj sakit cover kntor bijak alih bpjs pemeintah kecewa hrs syukur org bs rasa layan sehat skrng rawat jln mending biaya;Negatif
bpjs pandemi covid bijak bijak bilang anggar bisa alih covid iur sehat masyarakat manfaat situasi tengah pandemi gimana;Negatif
orang sakit enak orang bodoh harap bpjsnya syarat bpjs sehat orang tsb sakit;Negatif
omong mreka sengaja biar dengar masyarakat awam pikir perintah beban rakyat naik iur bpjs sehat tuju subsidi silang jd naik iur naik;Negatif
akibat rezim ambil sempat dlm kondisi skrg harga bbm segitu turun untung dalam gk untung tsb ringan fasilitas sehat rakyat sprti bpjs gk brrti mana lari untung tsb;Negatif
iur bpjs akibat serta tertib bayar iur bandingin askes sm bpjs bpjs kes masyarakat paksa investasi sehat pola hidup sehat neg sakit perintah nanggung cuk utekmu goblog men lho;Negatif
woi anjing manusia kikir lo bpjs subsidi silang warga miskin gk bayar bpjs bantu perintah membiayain awat corona bpjs lo murah asuransi sehat lo inget yah bpjs mahal krn subsidi silang rakyat miskin;Negatif
naik iur bpjs sehat kondisi masy sulit pandemik covid bijak tdk pakai akal sehat sgt berat masy fasilitas sehat;Negatif
kondisi sehat buruk spog nanganin sub spesialis fetomaternal kontrol muahal bujang bahagia bpjs cover lho terimakasih bpjs;Negatif
dear all perintah dah ngga mikir ngga mundur baik sbg warga negara jd serta bpjs sehat sdh bayar kelas 1 ayo rame pindah kelas biar dpt subsidi sriotakmukemana;Negatif
dampak akibat naik iur bpjs sehat turun kelas bayar naik dicover bpjs;Negatif
sy jg hidup sejahtera bos sy harap perintah sy harap perintah presiden jaga kondisi negara aman biar bpjs sehat tdk salam;Negatif
gimana bahas pakai bpjs sehat dampak akibat naik iur bpjs sehat owner sih bahas tau;Negatif
sehat didik tanggung negara malakini rakyat bpjs;Negatif
ajar politikus kampanye didik sehat gratis percaya lihat politikus koar pilih sehat gratis raka diam bpjs loh;Negatif
konsep bpjs konsep konsep bpjs jalan sesuai bangun fasilitas mutu sehat rumah sakit daerah rumah sakit hak anggota bpjs batas kaya pesrta bpjs;Negatif
iur segitu komplain bayar asuransi keeehatan non perintah ratus rb gabung test sehat bpjs dfn iur minim sakit tanggung serta tdk seleksi komplain;Negatif
kalok udh tau sulit napa bpjs ngajuin keluarga miskin aj biar sehat d bantu perintah bpjs program bantu iur;Negatif
bpjs rancang tuju bantu iur bpjs trus bayar perintah trus iur gimana nasib beda program sehat gratis masyarakat bayar urus pusat;Negatif
tau brp hrg asuransi sehat cakup sakit cover sy tau brp hrg obat leukimia cuci darah seblm bpjs bpjs layan jelek tindas klo rs obat generik harga gpp sy blm sanggup byar asuransi swasta soale;Negatif
rakyat miskin rugi naik iur bpjs rugi bela tolak naik iur bpjs sehat ngotot narasi bela rakyat miskin akibat naik iur bpjs sakit;Negatif
jokowi tau dapat anjlok bpjs msh naik klo bpjs gk sanggup jd wadah rakyat ringan biaya sehat lbh bubar kembali program sehat perintah biar kaya bayar uang tdk bantu si miskin;Negatif
jiahh situ ngga kuat ngutang ngga turun iur bpjs sehat;Negatif
iur bpjs tuju jamin sehat nasional disalahgunakan keluh bayar pake uang sama jabat masyarakat ngerti stafsus smi;Negatif
ngilu kacida weh geusmah bpjskesehatan bbm teu diturunkeun janji pimpin keur kampanye nu rek ngabela rakyat leutik;Negatif
kerja rumah maha dahsyat kelola jamin sehat sosial masyarakat perintah benah spt mendahulukeun telur ayam mendahulukeun layan iur sadar sih bayar vs pakai bpjs;Negatif
lhooo sadar serta jamin sehat sosial masyarakat tarik bayar duluan sakit praktek ndaptar bpjs bayar cari layan sehat pas sakit sih hehehehe;Negatif
diturunin gaji direksi n jabat bpjs tenggang tenaga sehat kerja jabat bpjs kaya makan gaji buta manajemen ngak beres;Negatif
emank mudah tuju negara bangsa jamin sejahtera rakyat rakyat nikmat hidup mewah hisab dana negara bilang subtansi bpjs sedia akses sehat masyarakat bwh;Negatif
bpjs gimana nggak bangkrut byr iur mandiri hbs operasi puluh ratus juta sembuh nggak bayar iur gaji direksi bpjs jg jgn lewat tinggi tenggang tenaga sehat;Negatif
optimal lahan tidur sbg kuari hasil untung daripada tuk bayar iur sehat warga bpjs sama kelas hak warga lokasi tsb serta bpjs kls bayar dr hasil kelola lahan kolektif tsb;Negatif
bikin urung bpjs biaya orang sengaja ndak peduli sehat trus sakit orang kanker paru ngrokok orang gagal ginjal jaga makan pas diabetes;Negatif
lbh risau rencana jangka tengah rasionalisasi layan program dasar butuh dasar sehat layan tanggung bpjs tara layan tingkat faskes puskesmas ngga aware tutup isu iur;Negatif
anak orok lahir tau bhw jokowi sengsara rakyat lucu fikirannya dtg iur bpjs sehat naik tpi sdh sadar duluan bhw rakyat tunggak krn tdk byr tpi naik iur;Negatif
saat perintah ngasih jamin sehat warga banyak guna bpjs muter otak biar makan orang model ckck;Negatif
rakyat peras vs bpjs berpoya bpjs tangan sosial sehat rakyat tatakelola standar sejahtera pegawai ikut standar bumn murni bisnis lebih sejahtera pns polri dn tni salah akibat defisit;Negatif
dungu bpjs sehat program bangtu bantu bantu jngan loe rusak ambisi bodoh loe;Negatif
ulah oknum banget manfaat bpjs hilang masy gol tdk bs dpt akses sehat;Negatif
gk ndleming asuransi sehat pyur premi juta org sebut usaha asuransi jenis asuransi gk ndleming asuransi tabung uang nasabah klo bpjs emg klo gk pakai uang iur ambil;Negatif
bubar bpjs krn sjk lbh polemik nyaman direksi gaji ratus juta fasilitas spt jabat negara negara ngrsin sehat rakyat miskin tengah atas suruh asuransi sehat swasta sj;Negatif
bpjs vs asuransi sehat pilih bpjs murah jamin mudah klaim iur tinggal ganti pilih asuransi sehat ngamuk hidup pilih cooook;Negatif
gerombol kadrun netizen rame awal paham masalah diam bpjs sehat dah buka otak skrg kadrun netizen oon rame koment ttg new normal kemarin tuju gaduh satu rame awal;Negatif
mau off serta bpjs sehat boleh bu jamin sehat notabene perintah wajib jamin sesuai amanat uud paksa ancam denda tagih debt collector;Negatif
pdip aku alas perintah naik iur bpjs sehat rakyat marginal alas bokek pdip payah;Negatif
maaf berat silah henti anggota bpjs cari asuransi murah gitu mana letak tanggung perintah sehat warga negara;Negatif
kaji kpk akar defisit bpjs sehat inefisiensi simpang fraud naik iur bpjs nama rezim brengsek layak bubar;Negatif
kagak peduli elu naik iur bpjs elu kagak maksa rakyat bpjs rakyat hak pilih program sehat mana program elu ndro;Negatif
bener zalim iur bpjs sehat din syamsudin zalim nyata;Negatif
jokowi kuat sejahtera rakyat sengsara rakyat turun pulang solo sial luh netizenemosinyasudahdiubunubun;Negatif
sehat masyarakat jamin bpjs din juang banyak komentar solusi anak;Negatif
hemm logika dungu klas klas drun klas gratis tetep gratis ngook loe goblok tung jadiin bumper orang kaya bayar bpjs bnyk asuransi sehat swata ajar malas ngetuit ma dungu akut;Negatif
haiyaaa si udin ngamuk din syamsuddin tuduh rezim jokowi zalim thd rakyat naik iur bpjs sehat potensi jadi masyarakat patuh perintah;Negatif
bahasa hebat banget rakyat selamat bpjs trus mana peran negara perintah selamat rakyat serba balik;Negatif
kaum togok dungu maju bela bangga bangga;Negatif
hancur krn salah milih pimpin tamat;Negatif
anggota dpr ri dapil yaa bahasa lugas tajam aspirasi rakyat anggar sehat triliun knp iur bpjs sehat naik harus anggota dewan diam meng amin lawan;Negatif
salah kelola rakyat korban naik iur bpjs sehat;Negatif
dalih perintah urgensi gk tambal hidup lagintuh bpjs sanggah data rinci kontra perintah dah menfakui mafia sehat liat tindak berantas;Negatif
